Action Sentence                                                                           ,Formatted Output
"បកក្រោយ 11.23 ម៉ែត្រ នៅល្បឿន 6.57 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 226 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 6.57, 'distance': 11.23, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 226, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 10.19 ម៉ែត្រ នៅល្បឿន 6.09 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 37 ដឺក្រេ។"                  ,"{'action': 'move', 'params': {'linear_speed': 6.09, 'distance': 10.19, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 37, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 11.06 ម៉ែត្រ នៅល្បឿន 7.22 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 342 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 7.22, 'distance': 11.06, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 342, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 14.07 ម៉ែត្រ នៅល្បឿន 9.21 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 131 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 9.21, 'distance': 14.07, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 131, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 8.68 ម៉ែត្រ នៅល្បឿន 1.53 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 189 ដឺក្រេ។"                     ,"{'action': 'move', 'params': {'linear_speed': 1.53, 'distance': 8.68, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 189, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 6.2 ម៉ែត្រ នៅល្បឿន 8.02 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 118 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 8.02, 'distance': 6.2, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 118, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 10.17 ម៉ែត្រ នៅល្បឿន 4.49 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 266 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 4.49, 'distance': 10.17, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 266, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 14.94 ម៉ែត្រ នៅល្បឿន 1.05 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 114 ដឺក្រេ។"                 ,"{'action': 'move', 'params': {'linear_speed': 1.05, 'distance': 14.94, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 114, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 6.97 ម៉ែត្រ នៅល្បឿន 4.89 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 203 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 4.89, 'distance': 6.97, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 203, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 4.22 ម៉ែត្រ នៅល្បឿន 6.25 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 17 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 6.25, 'distance': 4.22, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 17, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 19.28 ម៉ែត្រ នៅល្បឿន 9.43 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 281 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 9.43, 'distance': 19.28, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 281, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 1.19 ម៉ែត្រ នៅល្បឿន 5.56 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 206 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 5.56, 'distance': 1.19, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 206, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 1.74 ម៉ែត្រ នៅល្បឿន 1.52 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 24 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 1.52, 'distance': 1.74, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 24, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 15.2 ម៉ែត្រ នៅល្បឿន 9.21 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 62 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 9.21, 'distance': 15.2, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 62, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 13.3 ម៉ែត្រ នៅល្បឿន 8.97 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 112 ដឺក្រេ។"                    ,"{'action': 'move', 'params': {'linear_speed': 8.97, 'distance': 13.3, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 112, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 4.29 ម៉ែត្រ នៅល្បឿន 5.73 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 163 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 5.73, 'distance': 4.29, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 163, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 8.31 ម៉ែត្រ នៅល្បឿន 8.39 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 232 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.39, 'distance': 8.31, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 232, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 9.67 ម៉ែត្រ នៅល្បឿន 4.73 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 51 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 4.73, 'distance': 9.67, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 51, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 14.99 ម៉ែត្រ នៅល្បឿន 5.29 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 199 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 5.29, 'distance': 14.99, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 199, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 1.68 ម៉ែត្រ នៅល្បឿន 7.54 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 175 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 7.54, 'distance': 1.68, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 175, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 5.09 ម៉ែត្រ នៅល្បឿន 2.75 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 294 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 2.75, 'distance': 5.09, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 294, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 13.4 ម៉ែត្រ នៅល្បឿន 9.53 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 103 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 9.53, 'distance': 13.4, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 103, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 10.51 ម៉ែត្រ នៅល្បឿន 5.11 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 197 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 5.11, 'distance': 10.51, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 197, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 14.01 ម៉ែត្រ នៅល្បឿន 4.06 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 18 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 4.06, 'distance': 14.01, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 18, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 12.15 ម៉ែត្រ នៅល្បឿន 8.42 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 232 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.42, 'distance': 12.15, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 232, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 15.23 ម៉ែត្រ នៅល្បឿន 6.16 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 254 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 6.16, 'distance': 15.23, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 254, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 17.12 ម៉ែត្រ នៅល្បឿន 7.34 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 338 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 7.34, 'distance': 17.12, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 338, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 3.28 ម៉ែត្រ នៅល្បឿន 7.57 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 24 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 7.57, 'distance': 3.28, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 24, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 17.54 ម៉ែត្រ នៅល្បឿន 9.37 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 318 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 9.37, 'distance': 17.54, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 318, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 9.82 ម៉ែត្រ នៅល្បឿន 3.13 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 282 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 3.13, 'distance': 9.82, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 282, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 10.3 ម៉ែត្រ នៅល្បឿន 7.09 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 80 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 7.09, 'distance': 10.3, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 80, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 5.19 ម៉ែត្រ នៅល្បឿន 5.55 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 184 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 5.55, 'distance': 5.19, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 184, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 10.52 ម៉ែត្រ នៅល្បឿន 5.38 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 296 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 5.38, 'distance': 10.52, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 296, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 12.99 ម៉ែត្រ នៅល្បឿន 2.58 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 269 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 2.58, 'distance': 12.99, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 269, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 16.48 ម៉ែត្រ នៅល្បឿន 6.18 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 32 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 6.18, 'distance': 16.48, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 32, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 8.85 ម៉ែត្រ នៅល្បឿន 9.53 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 162 ដឺក្រេ។"                           ,"{'action': 'move', 'params': {'linear_speed': 9.53, 'distance': 8.85, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 162, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 13.17 ម៉ែត្រ នៅល្បឿន 3.91 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 171 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 3.91, 'distance': 13.17, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 171, 'is_clockwise': True, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 7.15 ម៉ែត្រ នៅល្បឿន 1.12 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 41 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 1.12, 'distance': 7.15, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 41, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 11.36 ម៉ែត្រ នៅល្បឿន 2.14 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 163 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 2.14, 'distance': 11.36, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 163, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 15.78 ម៉ែត្រ នៅល្បឿន 5.96 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 232 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 5.96, 'distance': 15.78, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 232, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 15.62 ម៉ែត្រ នៅល្បឿន 6.38 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 246 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 6.38, 'distance': 15.62, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 246, 'is_clockwise': False, 'unit': 'degree'}}"
"ត្រឡប់ទៅក្រោយ 4.07 ម៉ែត្រ នៅល្បឿន 4.51 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 155 ដឺក្រេ។"                   ,"{'action': 'move', 'params': {'linear_speed': 4.51, 'distance': 4.07, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 155, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 11.27 ម៉ែត្រ នៅល្បឿន 1.35 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 332 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 1.35, 'distance': 11.27, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 332, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 18.65 ម៉ែត្រ នៅល្បឿន 8.36 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 110 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.36, 'distance': 18.65, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 110, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 14.36 ម៉ែត្រ នៅល្បឿន 4.94 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 214 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 4.94, 'distance': 14.36, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 214, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 19.53 ម៉ែត្រ នៅល្បឿន 5.41 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 126 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 5.41, 'distance': 19.53, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 126, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 12.46 ម៉ែត្រ នៅល្បឿន 8.17 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 336 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.17, 'distance': 12.46, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 336, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 10.86 ម៉ែត្រ នៅល្បឿន 5.23 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 58 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 5.23, 'distance': 10.86, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 58, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 15.99 ម៉ែត្រ នៅល្បឿន 2.76 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 311 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 2.76, 'distance': 15.99, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 311, 'is_clockwise': True, 'unit': 'degree'}}"
"បកក្រោយ 9.34 ម៉ែត្រ នៅល្បឿន 3.61 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 126 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 3.61, 'distance': 9.34, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 126, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 12.18 ម៉ែត្រ នៅល្បឿន 9.94 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 286 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 9.94, 'distance': 12.18, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 286, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 2.77 ម៉ែត្រ នៅល្បឿន 5.02 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 310 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 5.02, 'distance': 2.77, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 310, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 18.68 ម៉ែត្រ នៅល្បឿន 8.72 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 277 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 8.72, 'distance': 18.68, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 277, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 2.31 ម៉ែត្រ នៅល្បឿន 6.62 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 26 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 6.62, 'distance': 2.31, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 26, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 9.65 ម៉ែត្រ នៅល្បឿន 4.92 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 209 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 4.92, 'distance': 9.65, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 209, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 16.34 ម៉ែត្រ នៅល្បឿន 7.51 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 259 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 7.51, 'distance': 16.34, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 259, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 2.3 ម៉ែត្រ នៅល្បឿន 5.73 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 131 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 5.73, 'distance': 2.3, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 131, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 2.23 ម៉ែត្រ នៅល្បឿន 6.52 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ស្ដាំ 86 ដឺក្រេ។"                            ,"{'action': 'move', 'params': {'linear_speed': 6.52, 'distance': 2.23, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 86, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 19.18 ម៉ែត្រ នៅល្បឿន 7.45 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 94 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 7.45, 'distance': 19.18, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 94, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 6.96 ម៉ែត្រ នៅល្បឿន 7.34 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 310 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 7.34, 'distance': 6.96, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 310, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 5.07 ម៉ែត្រ នៅល្បឿន 7.25 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 167 ដឺក្រេ។"                          ,"{'action': 'move', 'params': {'linear_speed': 7.25, 'distance': 5.07, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 167, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 14.2 ម៉ែត្រ នៅល្បឿន 6.26 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 336 ដឺក្រេ។"                      ,"{'action': 'move', 'params': {'linear_speed': 6.26, 'distance': 14.2, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 336, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 13.83 ម៉ែត្រ នៅល្បឿន 7.66 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 100 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 7.66, 'distance': 13.83, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 100, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 5.59 ម៉ែត្រ នៅល្បឿន 6.45 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែស្ដាំ 161 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 6.45, 'distance': 5.59, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 161, 'is_clockwise': True, 'unit': 'degree'}}"
"ទៅមុខ 5.55 ម៉ែត្រ នៅល្បឿន 9.87 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 153 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 9.87, 'distance': 5.55, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 153, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 5.27 ម៉ែត្រ នៅល្បឿន 3.78 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 208 ដឺក្រេ។"                        ,"{'action': 'move', 'params': {'linear_speed': 3.78, 'distance': 5.27, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 208, 'is_clockwise': False, 'unit': 'degree'}}"
"ទៅមុខ 18.77 ម៉ែត្រ នៅល្បឿន 7.48 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បត់ឆ្វេង 336 ដឺក្រេ។"                         ,"{'action': 'move', 'params': {'linear_speed': 7.48, 'distance': 18.77, 'is_forward': True, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 336, 'is_clockwise': False, 'unit': 'degree'}}"
"បកក្រោយ 5.87 ម៉ែត្រ នៅល្បឿន 6.28 ម៉ែត្រ/វិនាទី, បន្ទាប់មក បង្វែឆ្វេង 98 ដឺក្រេ។"                       ,"{'action': 'move', 'params': {'linear_speed': 6.28, 'distance': 5.87, 'is_forward': False, 'unit': 'meter'}}\n{'action': 'rotate', 'params': {'angle': 98, 'is_clockwise': False, 'unit': 'degree'}}"
